Title,URL,Content,Date,Word Count
Announcing 2018-2019 Fellows!,https://scholarslab.lib.virginia.edu/blog/announcing-2018-2019-fellows/,"We are thrilled to announce the 2018-2019 Scholar’s Lab fellows for the Praxis Program, the Digital Humanities Prototyping Fellowship, and the Graduate Fellowship in the Digital Humanities. We are welcoming 11 fellows from 6 disciplines from the arts, humanities, and social sciences and the School of Architecture. Our graduate fellows are joining a robust and vibrant community of past fellows!Praxis ProgramWe are delighted to welcome 6 diverse disciplinary team members to the 8th year of the Praxis Program, our flagship introduction to digital humanities by way of collaborative, project-based pedagogy:Catherine Addington (Spanish)Zhiqiu Jiang (Urban and Environmental Planning, Constructed Environment)Eleanore Neumann (Art and Architectural History)Mathilda Shepherd (Spanish)Chloe Wells (Art and Architectural History)Chris Whitehead (History)Look forward to more details about the Praxis Program’s new project in the fall!Digital Humanities Prototyping FellowshipThis year we will welcome ...",2018-04-11T11:47:34-04:00,353
Finding A Way In,https://scholarslab.lib.virginia.edu/blog/finding-a-way-in/,"Crossposted toBrandon's blog.Premise 1: Digital humanities is vast. It encompasses an enormous and ever-growing group of people and institutions doing digital work across a broad range of languages, disciplines, and methods.Premise 2: Everyone learns something for the first time.1How, then, is an interested student new to digital humanities supposed to find their way towards the topic, method, or subject that will be their focus? How to find your future when you don’t know the past or present?While there are many answers to these questions, I have come to rely on one activity when meeting with interested students new to the field. The exercise usesDigital Pedagogy in the Humanities, a massive peer-reviewed collection of artifacts related to digital pedagogy. I ask the student to compare their own interests to the collection to find a series of subareas within DH that they might want to explore further. This work usually happens informally in conversation. For the sake of this post and ...",2023-05-22T00:00:00-04:00,656
On Learning Code,https://scholarslab.lib.virginia.edu/blog/on-learning-code/,"As we gear up forPrismdevelopment proper, I have been trying to get up to speed with some coding basics so that I can hit the ground running. Here are the learning aids that I have found most useful over the past couple weeks. Nearly all of these materials can be found in thePraxis Program’s scratchpad.RubyLearn Ruby the Hard Way- I enjoyed the learning approach here: the site displays a chunk of code that you type out, fix, and then examine more closely. It might seem like working backwards, but it works well for people who learn by doing.Ruby Warrior- Learn Ruby by programming your own video game! There is nothing quite like tricking your brain to work. Each new level presents a problem that you must solve by changing a Ruby file. This one is great for learning the syntax, but it will only go so far in teaching the methods available to you in Ruby. You’ll be doing a lot of methods unique to the game, and I doubt that warrior.walk!(:backward) will come up in normal situations. Syntax ...",2013-02-21T05:44:03-05:00,307
Announcing 2019-2020 Fellows!,https://scholarslab.lib.virginia.edu/blog/announcing-2019-2020-fellows/,"We are thrilled to announce the 2019-2020 Scholar’s Lab fellows for the Praxis Program and the Graduate Fellowship in the Digital Humanities. We are welcoming 8 fellows from 4 disciplines from the arts, humanities, and social sciences and the School of Architecture. Our graduate fellows are joining a robust and vibrant community of past students!Praxis ProgramWe are delighted to welcome 6 team members to the 9th year of the Praxis Program, our flagship introduction to digital humanities by way of collaborative, project-based pedagogy:Chloe Downe Welles, Art and Architectural HistoryJanet Dunkelbarger, Art and Architectural HistoryConnor Kenaston, HistoryNatasha Roth-Rowland, HistoryLauren Van Nest, Art and Architectural HistoryLook forward to more details about the Praxis Program’s new project in the fall!Graduate Fellows in the Digital HumanitiesFinally, we are looking forward to working with Jordan Buysse and Leigh Miller, our 2019-2020 Graduate Fellows in the Digital Humanities.Jord...",2019-04-15T06:23:43-04:00,269
Call For 2023-2024 DH Fellows Applications,https://scholarslab.lib.virginia.edu/blog/call-for-dh-fellows-applications/,"Applications are now open for the 2023-2024 Digital Humanities Fellowship cohort.The application deadline for fellowships to be held during the 2023-2024 academic year isFebruary 15th, 2023. More details on how to apply at the end of this page.If you’re interested in learning more about the fellowship or have questions about anything you read below, please consider attending the information session for the 2023-2024 cohort -Tuesday, January 17th, 2023 from 10:00-11:00 on Zoom.Pleaseregisterto attend. You are, of course, encouraged to write toBrandon Walshfor an individual meeting to discuss your application so that you can begin your application.The Digital Humanities Fellowship supports advanced doctoral students doing innovative work in the digital humanities at the University of Virginia. The Scholars’ Lab offers Grad Fellows advice and assistance with the creation and analysis of digital content, as well as consultation on intellectual property issues and best practices in digital ...",2022-11-01T00:00:00-04:00,1006
Reading DH Job Ads,https://scholarslab.lib.virginia.edu/blog/reading-dh-job-ads/,"Crossposted toBrandon's blog.Job ads in higher education are confusing. This is especially true of digital humanities positions that can combine multiple positions—faculty, staff, student—into one. Students might have a particularly hard time decoding these job ads. I often find that the fellows I work with need some help learning to read and decipher these postings so they can feel confident seeking out and applying for their first DH job. The Association for Computers in the Humanities sometimes runspanelsdesigned to discuss these skills. I thought I would share my own professional development activity that I often run with students to build this literacy.You will need:Three printed DH job adsThis can be tricky, as most job ads disappear once they are filled. You can still find some evidence of a posting here or there from organizations that crosspost them outside of the institutional HR site.H-net has a series of job listings, for example, andCode4Libdoes not seem to take down their...",2025-02-27T00:00:00-05:00,1751
"Reading Speech: Virginia Woolf, Machine Learning, and the Quotation Mark",https://scholarslab.lib.virginia.edu/blog/reading-speech-virginia-woolf-machine-learning-and-the-quotation-mark/,"Crossposted tomy personal blogandthe WLUDH blog.What follows is a slightly more fleshed out version of what I presented this past week atHASTAC 2016(complete with my memory-inflected transcript of the Q&A). I gave a bit more context for the project at the event than I do here, so it might be helpful to read my past two posts on the projecthereandherebefore going forward. This talk continues that conversation.]This year in theScholar’s LabI have been working with Eric on a machine learning project that studies speech in Virginia Woolf’s fiction. I have written elsewhere about thebackground for the projectandinitial thoughts towards its implications. For the purposes of this blog post, I will just present a single example to provide context. Consider the famous first line ofMrs. Dalloway:Mrs Dalloway said, “I will buy the flowers myself.”Nothing to remark on here, except for the fact that this is not how the sentence actually comes down to us. I have modified it from the original:Mrs Dal...",2016-05-17T07:03:28-04:00,2500
Prism News: Heroku and LLC,https://scholarslab.lib.virginia.edu/blog/prism-news-heroku-and-llc/,"Crossposted tomy personal site.This past year the Scholars’ Lab has implemented many performance upgrades and bug fixes forPrism. The most recent upgrade is particularly exciting: users can now deploy their own personal Prism installations to Heroku with the click of a button. Well - it will take the click of a button and a few other commands. I’ve added a section detailing just how to do so under the “Deploy to Heroku” section of the Prism Github’s readme.It was already possible to implement private user communities by marking uploaded prism games as “unlisted” and then distributing the links to your group of participants. The Heroku deploy function makes this process a bit easier by allowing to users to host all of their games in one place. The process also sets you up well to tinker with the Prism codebase using a live app, as Heroku provides instructions for cloning the app to your desktop.All of this on the heels of another exciting announcement: the Praxis Program has a short art...",2014-08-20T04:57:54-04:00,233
Lessons From The Lab: Designing Community-Forward Spaces,https://scholarslab.lib.virginia.edu/blog/lessons-from-the-lab-designing-community-forward-spaces/,"Crossposted toBrandon's blogandAmanda's blog.SLab’sAmanda ViscontiandBrandon Walshrecently gave an invited talk for the University of Chicago’s Library Futures series. What follows is a lightly edited version of that talk; the context was a largely librarian audience, and UChicago’s Center for Digital Scholarship moving into a new phase.AmandaGood afternoon! Today we’ll start off by telling you about what Scholars’ Lab is and does, before going into more depth around a couple practices we find especially effective in nurturing digital and other scholarship that takes new and experimental approaches to learning. You can visit thistalk like GDocfor any resources we mention in our talk, or if you’d like a rough text version of what we’ll be saying to help follow along. Thank you!The Scholars’ Lab is the University of Virginia Library’s community lab for experimental practice in, and critical exploration of, technology and its scholarly interventions. SLab specializes in experimental, crea...",2023-04-14T00:00:00-04:00,5856
LAMI Summer Fellows 2017,https://scholarslab.lib.virginia.edu/blog/lami-summer-fellows-2017/,"For the third year in a row, the Scholars’ Lab and the University of Virginia Library are helping host summer fellows from the Leadership Alliance Mellon Initiative (LAMI) at UVA. The students will pursue original research this summer at UVA in consultation with a faculty mentor. For our part, the Scholars’ Lab and the Library have worked with Keisha John, Director of Diversity of Programs in theOffice of Graduate and Postdoctoral Affairs, to organize a weekly series of workshops introducing the students to digital humanities and library research methods. They’ll be getting a broad introduction to digital research and the resources of the library as they think towards graduate school, and we’ve also coordinated weekly board game sessions over lunch (for SLab-style bonding).In addition to introducing these students to the resources available at UVA and in the library system, the program aims to increase the number of demographically underrepresented students pursuing graduate work and c...",2017-06-21T07:30:46-04:00,293
What Is Praxis Working On?,https://scholarslab.lib.virginia.edu/blog/what-is-praxis-working-on/,"Crossposted tomy blog.Well, that’s a wrap. The fall semester is done, and 2019 is getting started. Actually, when I first started drafting this post thepreviousspring semester had just finished wrapping as well. This post has been sitting in my drafts folder since spring of 2018, so I wanted to try to push this out before another semester flew by.At the end of the spring 2018 semester, the Praxis students presented reveal.scholarslab.org to an utterly packed house, which meant that the first full cycle of Scholars’ Lab student programs under my watch had taken place. It feels like I just got here, but, as I like to mark milestones, it felt worth reflecting on a few lessons from the last year (and then some). In addition, I’ve found myself often describing a few basic theoretical and practical tensions at the heart of our fellowship programs to anyone who is interested in what we do, so it seems worth writing down my thoughts on them in a wider, more public forum. This post, then, will ...",2019-01-10T10:44:01-05:00,2346
Maximalist Digital Humanities Pedagogy,https://scholarslab.lib.virginia.edu/blog/maximalist-digital-humanities-pedagogy/,"Crossposted toBrandon's blog.One of my earliest teaching memories was of too much. I had gotten an example syllabus to consult as I prepared to teach my own course for the first time, and I remember being floored byso many policies, most of them required by my institution. Did my first learning encounter with the students have to be structured exclusively by rules? By so many pages of them? How was I supposed to find my way as a teacher–just one person–among so much?By contrast, less has paid dividends so often in my teaching career. Fewer readings, more conversation. Less technology, more time to develop literacy. Smaller scale, closer attention to the students in front of me. For me, thinking small always leads to impact–and a more sustainable classroom. Danica Savonick has a wonderful summary of her particular take on minimalist digital humanities pedagogyover on JITP. For her, minimalist DH pedagogy is a set of “strategies for teaching DH at institutions that don’t have many resour...",2024-04-15T00:00:00-04:00,1306
What Should You Do in a Week?,https://scholarslab.lib.virginia.edu/blog/what-should-you-do-in-a-week/,"Crossposted tomy personal blog.For the past several years, I’ve taught aHumanities Programmingcourse atHILT. The course was piloted by Wayne Graham and Jeremy Boggs, but, these days, I co-teach the course withEthan Reed, one of our DH fellows in the Scholars’ Lab. The course is a soup-to-nuts introduction to the kinds of methods and technologies that are useful for humanities programming. We’re changing the course a fair amount this year, so I thought I’d offer a few notes on what we’re doing and the pedagogical motivations for doing so. You can find our syllabus, slides, resources, and more onthe site.We broke the course down into two halves:Basics: command line, Git, GitHub, HTML/CSSProject: personal websiteProgramming concepts: RubyProject: Rails application deployed through Heroku and up on GitHubIn the first half, people learned the basic stack necessary to work towards a personal website, then deploying that site through GitHub pages. In the second half, students took in a series...",2017-06-05T07:00:10-04:00,1426
Running a DH Mock Interview,https://scholarslab.lib.virginia.edu/blog/running-a-dh-mock-interview/,"Crossposted toBrandon's blog.One thing that helped me a lot as a graduate student was the Scholars’ Lab’s willingness to aid me in preparing for job interviews. I had no idea what to expect, so the practice was hugely beneficial for me—as was the coaching in what a mock interview might look like at all. Now that I’m on the other side of the table and offeringthemmyself, I thought I would document how I run mock interviews in case the information is useful for others.The ProcessYou’ll first want to assemble 1-2 other interviewers for your mock committee. Part of the strangeness of interviews is the discomfort of managing a one-sided conversation. You’ll want to mirror that for students if you can. Since interview—and, accordingly, mock interview—requests come up very last minute, it’s helpful to know who in your community might be interested in participating in the process. I often find staff are very happy to accommodate these last-minute requests once they have done them once, but giv...",2025-01-03T00:00:00-05:00,2086
DH Pedagogy Roadshow,https://scholarslab.lib.virginia.edu/blog/dh-pedagogy-roadshow/,"Crossposted toBrandon's blogandthe WLUDH blog.The following post was co-authored with Mackenzie Brooks, Digital Humanities Librarian at Washington and Lee University. It follows up on aprevious poston digital pedagogy and the Praxis Program. So if you’re just joining us, you might start there first. The first section below offers Brandon’s thoughts on a sequence of collaborative events with W&L, and the second section offers Mackenzie’s thoughts on the same.Brandon’s PerspectiveIn mylast post, I mentioned that the Scholars’ Lab piloted a unit on digital pedagogy for the Praxis Program this past year. Over the course of a few weeks, the students each drafted the materials they would need to deliver a low-tech workshop on a digital humanities method or concept relevant to their own interests. The unit gave the students the opportunity to explore their chosen topic in dialogue with one another as they felt their way through how they would go about teaching the material to a broader audien...",2019-06-27T08:59:53-04:00,1790
The Bolted Desk,https://scholarslab.lib.virginia.edu/blog/the-bolted-desk/,"Crossposted toBrandon's blog.What follows is material drawn from a larger book project I’m working on about an approach to digital humanities pedagogy that intersects with administrative policy to work towards a more equitable landscape for higher education. I’ll be blogging pieces of it as I go, so stay tuned for more related work in the future. Keep in mind, though, that I will likely be blogging about other topics intermittently as well. So I will tag the posts accordingly to make them easy to connect. Happy to hear feedback, either on social media or by email atbmw9t@virginia.edu.===“What is digital humanities?”I was on my way to the annual meeting of the Digital Humanities Summer Institute when the customs officer posed the question to me. DH is a baggy and specialized academic field that suffers from as many competing definitions as it does detractors.  I have been asked to define the field more times than I count, but, standing in the immigration line at the Canadian border, I s...",2024-10-01T00:00:00-04:00,1435
On the Limited Knowability of Institutions,https://scholarslab.lib.virginia.edu/blog/on-the-limited-knowability-of-institutions/,"Crossposted toBrandon's blog.What follows is material drawn from a larger book project I’m working on about an approach to digital humanities pedagogy that intersects with administrative policy to work towards a more equitable landscape for higher education. I’ll be blogging pieces of it as I go, so stay tuned for more related work in the future. Keep in mind, though, that I will likely be blogging about other topics intermittently as well. You can find book-related postshere. Happy to hear feedback, either on social media or by email atbmw9t@virginia.edu.Every institution has embedded pedagogies—tacit structures, policies, and norms that govern the possibilities for teaching and learning. The curriculum is only one place in which teaching happens in higher education: every interaction is also a form of teaching, whether it pertains to a syllabus, a budget, or the use of campus space. In other words, the classroom is inseparable from the infrastructure that supports its work. The teach...",2025-03-10T00:00:00-04:00,1368
Call For Applicants: DHSI 2020 Tuition Fellowships,https://scholarslab.lib.virginia.edu/blog/call-for-applicants-dhsi-2020-tuition-fellowships/,"Want to learn more about digital humanities skills, methods, and inquiry? TheDigital Humanities Summer Institute (DHSI)at the University of Victoria has a tradition of transformative training.The University of Virginia, as a sponsoring institution of DHSI, provides 10 tuition-free fellowships to attend a Digital Humanities Summer Institute course or workshop during the summer of 2020. Students, staff, non-TT faculty, and those without access to research travel funds are especially encouraged to apply.The fellowships entirely cover the cost of course tuition for one course, using a code at the time of registration (rather than reimbursement afterward). These fellowships do not cover travel (to Victoria, B.C.), meals, or lodging, so applicants should be prepared to fund these out of pocket or by locating additional funding sources on your own.Visitdhsi.orgfor descriptions of the available courses. Applications are due ASAP. Selection, organized by the Scholars’ Lab, will begin on Novembe...",2019-10-04T00:00:00-04:00,268
A Humanist’s Cookbook For Natural Language Processing In Python,https://scholarslab.lib.virginia.edu/blog/a-humanists-cookbook-for-natural-language-processing-in-python/,"Crossposted toBrandon's blog.We’re pleased to share the initial release of an open educational resource we worked on over the summer -A Humanist’s Cookbook for Natural Language Processing in Python. You can access a persistent version in MyBinderhere.The project began with the goal of keeping Brandon from reinventing the wheel when working on natural language processing projects. By collecting together common scripts and approaches for personal use, it served as a common reference point that would be easier to consult than searching back through older repositories on GitHub when presented with new iterations of old problems. Eventually and once Rebecca came onboard the project, we started documenting the methods with a more generalized audience in mind.The project is presented as a series of notebooks, a series of Python 3 recipes for common problems and issues associated with preparing data for text analysis and natural language processing. The target audience is students—intermediate...",2020-09-10T11:12:00-04:00,377
Building Community And Generosity In The Context Of Graduate Education,https://scholarslab.lib.virginia.edu/blog/building-community-and-generosity-in-the-context-of-graduate-education/,"Crossposted toBrandon's blogandAmanda Wyatt's blog.We’d like to specifically acknowledge Ronda Grizzle as a key contributor to this work. Even though she was not co-author of this particular talk for ACH 2021, her work is central to this material, foundational to it, and in many ways hers.In the Scholars’ Lab’sPraxis Program, we regularly introduce a cohort of humanities students to digital humanities by way of project-based pedagogy. Over the course of a year, these students develop and implement a digital project of their own design. The activity often works quite well while the conversation is theoretical, but we consistently noticed tensions in our fellowship cohorts once work on the project got underway and deadlines loomed. It is in moments like these that a group has to rapidly make decisions about the scope and intervention of the project. In other words, the group has to come to articulate and narrow what the project will be and, ultimately, what the group itself will say. In ...",2021-07-14T00:00:00-04:00,2733
Your Digital Life in 140 Characters,https://scholarslab.lib.virginia.edu/blog/your-digital-life-in-140-characters/,"I just recently hopped on Twitter for the first time as part of a conference through UVA’sInstitute for the Humanities and Global Cultures. It was a bit rough for the first five or six tweets as I worked out the kinks. Here are some thoughts that came out of the experience.I am hooked on tweeting conference presentations. I was a bit worried that tweeting would be too distracting during a talk, but I actually found that it made me a better listener. I was forced to listen hard to find discernible takeaways, which helped me to digest the information being thrown at me. Also, it gave me a way to occupy my wandering attention in a productive way. Tweeting also seems like a good way to extend the life of the conference after the proceedings are complete.On that same note, the SLab crew has had a few conversations about how Twitter interacts with intellectual property. I felt obligated to assign many tweets I made to a particular person, assuming that I was giving credit where it was due. I...",2012-11-27T18:24:30-05:00,452
"In, Out, Across, With: Collaborative Education and Digital Humanities (Job Talk for Head of Graduate Programs)",https://scholarslab.lib.virginia.edu/blog/in-out-across-with-collaborative-education-and-digital-humanities-job-talk-for-head-of-graduate-programs/,"Crossposted tomy personal blogandthe WLUDH blog.I’ve accepted a new position as theHead of Graduate Programs in the Scholars’ Lab, and I’ll be transitioning into that role over the next few weeks! As a part of the interview process, we had to give a job talk. While putting together this presentation, I was lucky enough to have past examples to work from (as you’ll be able to tell, if you check out this pastjob talkby Amanda Visconti). Since my new position will involve helping graduate students through the process of applying for positions like these, it only feels right that I should post my own job talk as well as a few words on the thinking that went into it. Blemishes, jokes, and all, hopefully these materials will help someone in the future find a way in, just as the example of others did for me. And if you’re looking for more, Visconti has a great list of other examples linked from hermore recent job talkfor the Scholars’ Lab.For the presentation, I was asked to respond to this p...",2017-03-06T06:15:23-05:00,4928
Music Genre and Spotify Metadata,https://scholarslab.lib.virginia.edu/blog/music-genre-and-spotify-metadata/,"Crossposted tomy personal site.For the last couple weeks, I have been exploring APIs useful to sound studies for a sound recording and poetry project I am working on with former Scholars’ Lab fellowAnnie Swafford. I was especially drawn to playing around withSpotify, which has anAPIthat allows you to access metadata for the large catalog of music available through their service. The experiment described below focuses on genre: a notoriously messy category that we nonetheless rely on to tell us how to process the materials we read, view, or hear. Genre tells us what to expect from the art we take in, and our construction and reception of generic categories can tell us a lot about ourselves. In music, especially, genres and subgenres can activate fierce debates about authenticity and belonging. Does your favorite group qualify as “authentic” jazz? What composers do you have to know in order to think of yourself as a real classical music aficionado? Playing with an artist’s metadata can e...",2015-09-21T06:48:25-04:00,1286
The Direction of Prism,https://scholarslab.lib.virginia.edu/blog/the-direction-of-prism/,"This week, the team has been throwing around a number of ideas as to how we can further develop Prism. I keep falling back on spatial metaphors to categorize the changes currently in play. I threw the following model onto the SLab white board, wherein I propose two types of changes: vertical and horizontal.First, the vertical axis, those changes which work within the tool’s existing functionality. Some changes deepen a function already in place. The suggestions offered by last year’s team for other visualizations would fall into this category. A new visualization can offer a more dynamic interaction with a set of markings, but users are still engaging with the same dataset. The fundamental function of the tool would remain the same. These sorts of vertical changes offer a deeper, more robust mode of interaction with the operations that the tool can already carry out.I oppose these to horizontal changes, which more fundamentally alter the number and types of things that a tool can do. W...",2012-10-17T07:27:23-04:00,509
Digital Pedagogy in Small Bites,https://scholarslab.lib.virginia.edu/blog/digital-pedagogy-in-small-bites/,"Crossposted toBrandon's blog.We’ve got a new thing cooking in the lab - a bite-sized project from Rachel Retica, Seanna Viechweg, and myself. Here’s the description we’ve shared around for what we are calling the “Snack-Sized Digital Pedagogy” series.It’s important to maintain a balanced teaching diet! This free and open-to-the-public zoom series on digital pedagogy features paired lightning talks introducing teaching topics, interesting approaches to the classroom, pedagogical concepts, and more. All in a bite-sized form that should still give you plenty to chew on. In the spirit of the #DHMakes Methodz talks, each session will be built around paired 5 minute presentations followed by facilitated discussion for the remainder of the time.Interested in showing off a pedagogical bite? Please fill outthis formto indicate your interest in participating in the future! The presentations can cover a wide variety of topics: a tool that is new to you, a teaching tip, pedagogical concept, assign...",2025-03-03T00:00:00-05:00,638
Digital Humanities Fellows Applications: 2018-2019,https://scholarslab.lib.virginia.edu/blog/digital-humanities-fellows-applications-2018-2019/,"[Read closely: our menu options have changed. Note especially the changes to the application timeline, eligibility, and funding structure of the fellowship. Questions should be directed toBrandon Walsh, Head of Graduate Programs for the Scholars’ Lab.]We are now accepting applications for the 2018-2019 DH Fellows Cohort!Applications are dueWednesday, November 1st.The Digital Humanities Fellowship supports advanced doctoral students doing innovative work in the digital humanities at the University of Virginia. The Scholars’ Lab offers Grad Fellows advice and assistance with the creation and analysis of digital content, as well as consultation on intellectual property issues and best practices in digital scholarship and DH software development.Fellows join our vibrant community, have a voice in intellectual programming for the Scholars’ Lab, make use of our dedicated grad office, and participate in one formal colloquium at the Library per fellowship year. As such, students are expected t...",2017-09-01T10:36:56-04:00,663
Blogging Summer 2023 In Review,https://scholarslab.lib.virginia.edu/blog/blogging-summer-2023-in-review/,"Crossposted toBrandon's blog.I used to blog regularly, but that publishing schedule happened roughly whenever I felt like it. During the pandemic I experienced a series of personal and professional challenges that caused me to slow things down considerably across the board. The result was that my writing schedule ceased–I simply did not have the energy to blog on top of other things. This past summer I set a goal for myself to post once per week as a means of trying to force myself back into a blogging mindset.I managed to stick to that rough schedule, partially due to a concentrated sprint early in the summer that gave me a backlog of posts I could use downstream. Now, at the end, I am surprised to find that things cohere more than expected. As a means of putting a button on the experience, I’ll close with this post, meant to conclude the sprint but also to serve as a persistent introduction to the collection of work. In what follows I’ll introduce the collection, reflect on the proce...",2023-08-21T00:00:00-04:00,1383
The Shape Of DH Work,https://scholarslab.lib.virginia.edu/blog/the-shape-of-dh-work/,"Crossposted toBrandon's blog.Several years ago I wrote a blog post entitled “What is Praxis Working on?” The TL; DR of that post was that I regularly have people approach me (students included!) to ask what the current cohort ofPraxis–our project-based introduction to digital humanities–is currently doing. Typically, that question is a shorthand for asking after thebig, branded final projectfor the program. In that post, I argued that such questions miss the point: the digital projects our students take on have always been a means to an end to give the students space to practice, but the real projects are the students themselves. And we’re really working on being better for them.Over the years, we’ve revised the program in a range of ways. We’ve become more systematic about the topics and workshops we offer, coalescing around a more intentionalcurriculum. Realizing that for all of our teacherly ambitions we did not discuss pedagogy very much in the program, we implemented apedagogy uni...",2023-07-03T00:00:00-04:00,1922
Resources for the Digital Humanist on the Go,https://scholarslab.lib.virginia.edu/blog/resources-for-the-digital-humanist-on-the-go/,"Crossposted toBrandon's Blog.I’ve always been someone who learns best while listening. And as I’ve gotten older and busier, I’ve had more and more need to find ways to keep up with work while taking care of other things. In the last six months I’ve started to do a deep dive into the DH resources out there available as audio, things that I can absorb during the cracks of the day. In the hopes of finding more, I posted to Mastodon asking if anyone had favorite recordings of DH talks, lectures, or workshops. The post got a fair amount of recirculation but few actual replies with links. That tells me there might be others interested in such materials, so I thought I would start a little running list of what I’ve been checking out and share it out. Keep in mind there is no real attempt at coverage here: it roughly collects whatever I’ve managed to find whenever I manage to check it out (I would love to hear what I’m missing!). So, the list is always going to be incomplete but be growing ove...",2023-06-05T00:00:00-04:00,469
"One Concept, Ten Ways to Teach",https://scholarslab.lib.virginia.edu/blog/one-concept-ten-ways-to-teach/,"Crossposted toBrandon's blog.Praxis is in the middle of our unit on digital humanities teaching and learning. As a part of this section of the year, our students’ task is to design a lightweight, speculative workshop that introduces a DH concept of interest to them. The activity is a teach-to-learn one with some constraints: in an effort to movebeyond buttonologyapproaches to teaching technical topics, the students are meant to think through how pencil and paper, low-tech, or otherwise minimal ways of teaching might empower themselves and their students to learn material that might otherwise feel beyond them.At this point in the semester the fellows have just begun their thinking. I asked them to run anactivityrelated toDigital Pedagogy in the Humanitiesas a means of finding the areas within digital pedagogy that speak to them. And then from there we did some mind mapping work meant to encourage the students to think broadly about how teaching intersected with their interests in the fi...",2023-10-26T00:00:00-04:00,880
Call For 2019-2020 Praxis Fellows!,https://scholarslab.lib.virginia.edu/blog/call-for-2019-2020-praxis-fellows/,"Calling all UVA grad students! There’s snow on the ground, but it’s never too early to start thinking about spring. Or about what you’ll be doing next year!Consider spending some time with us. The call for applications for next year’s Praxis cohort is now open!Applications are due February 28th, 2019.ThePraxis Programis a radical re-imagining of the annual teaching and training we offer in the Scholars’ Lab. This fellowship supports a team of six University of Virginia PhD students from a variety of disciplines, who work collaboratively on a shared digital humanities project. Under the guidance of Scholars’ Lab faculty and staff, Praxis fellows conceive, develop, publish, and promote a digital project over the course of an academic year. Praxis is a unique and well-known training program in the international digital humanities community. Our fellows blog about their experiences and develop increased facility with project management, collaboration, and the public humanities, even as the...",2018-12-13T08:40:17-05:00,785
Washington and Lee Trip,https://scholarslab.lib.virginia.edu/blog/washington-and-lee-trip/,"Crossposted tomy personal website.Last weekSarahand I drove to Washington and Lee University as part ofa new collaborationenabled by a grant from the Associated Colleges of the South. As part of the endeavor, Scholars’ Lab fellows are guest teaching pieces of an Introduction to Digital Humanities course. Our task, in particular, was to co-teach for a day on the topics of project management and software development. While we each took part and taught in both conversations, Sarah took the lead on the former topic and I took the latter.I can’t rave enough about the experience enough, so I’ve organized my thoughts into three sections below.Undergraduates + Digital Humanities = DynamiteI am endlessly delighted by the reactions of undergraduates when they get introduced to the digital humanities. In virtually every case, I have encountered students hungry to learn the material. The W&L students were no exceptions. We found students ready to learn, eager to participate, and wiling to ask hard...",2014-05-09T05:52:22-04:00,576
Announcing 2017-2018 Fellows!,https://scholarslab.lib.virginia.edu/blog/announcing-2017-2018-fellows/,"We are thrilled to announce the 2017-2018 Scholar’s Lab fellows for thePraxis Program, the new Digital Humanities Project Incubator Fellowship, and theGraduate Fellowship in the Digital Humanities. We are welcoming 14 fellows from 6 disciplines from thearts, humanities, and social sciences. Our graduate fellows are joining a robust and vibrant community ofpast fellows!Praxis ProgramWe are delighted to welcome 6 diverse disciplinary team members to the 7th year of the Praxis Program:Monica Blair (History)Ankita Chakrabarti (English)Victoria Clark (Music, Critical and Comparative Studies)Tanner Greene (Music, Critical and Comparative Studies)Christian Howard (English)Spyros Simotas (French)Look forward to more details about the Praxis Program’s new project in the fall!Digital Humanities Project Incubator FellowshipThis year we will be piloting a set of smaller, short-term fellowships dedicated to boosting nascent digital humanities research in a flexible, collaborative environment.James ...",2017-05-03T06:11:38-04:00,306
Connecting Community,https://scholarslab.lib.virginia.edu/blog/connecting-community/,"Crossposted toBrandon's blog.Praxis is wrapping up its unit on community building within digital humanities. The opening segment of the year is meant to welcome the students into the lab, get them thinking about how this space might be different than what they’re used to, and illustrate how alternative spaces like these enable different kinds of work to take place. This section of the year has the following activating questions:What constitutes a community in DH? how will we design one together? how do DHers articulate these practices in public? how do you publish on DH community? how do you find your way into these communities as individuals just starting out?And this cohort specifically engaged in the following questions:Who are we? who are we not? who is in the room? who is not? what assumptions does the room make? what is the nature of our community? how will we build and maintain and generous and equitable environment? what are our hopes and dreams? our daily practices? how do I i...",2023-09-18T00:00:00-04:00,732
What I’m Reading: Fall 23,https://scholarslab.lib.virginia.edu/blog/what-im-reading-fall-23/,"Crossposted toBrandon's blog.I’m going to start documenting the reading I’m doing on the blog here for a couple reasons. First, it will motivate me to keep at it! Second, it will give me some quick summary notes to look back on. I’m doing most of my reading these days by way of audiobooks, so it feels especially important to find some way of keeping what I’ve been exploring in my head. Hopefully this little public journal will do the trick! Here are some things I’ve been checking out lately, all available as audiobooks.The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Powerby Shoshana Zuboff. There are a range of useful terms here: instrumentarian, big other, shadow text, behavioral surplus, and more. They all cricle around the titular term, which refer to the new economic systems pioneered by technology companies that profit on the use of private data, data which enables those companies to further target consumers more precisely and efficiently in...",2023-11-20T00:00:00-05:00,410
